phrase	pos	var	phrase_ipa	expected_ipa	phrase_shaw	expected_shaw	classification
acute abdomen	NN1	GenAm	əˈkjut æbˈdoʊmən	əˈkjuːt ˈæbdəmən	𐑩𐑒𐑘𐑫𐑑 𐑨𐑚𐑛𐑴𐑥𐑩𐑯	𐑩𐑒𐑿𐑑𐑨𐑚𐑛𐑩𐑥𐑩𐑯	divergent
boat-shaped abdomen	NN1	RSSB	bəʊt ʃeɪpt ˈæbdəmən		𐑚𐑴𐑑 𐑖𐑱𐑐𐑑 𐑨𐑚𐑛𐑩𐑥𐑩𐑯		unknown
boat-shaped abdomen	NN1	GenAm	boʊt ʃeɪpt ˈæbdəmən		𐑚𐑴𐑑 𐑖𐑱𐑐𐑑 𐑨𐑚𐑛𐑩𐑥𐑩𐑯		unknown
boat-shaped abdomen	NN1	RSSB	bəʊt ʃeɪpt æbˈdəʊmən		𐑚𐑴𐑑 𐑖𐑱𐑐𐑑 𐑨𐑚𐑛𐑴𐑥𐑩𐑯		unknown
boat-shaped abdomen	NN1	GenAm	boʊt ʃeɪpt æbˈdoʊmən		𐑚𐑴𐑑 𐑖𐑱𐑐𐑑 𐑨𐑚𐑛𐑴𐑥𐑩𐑯		unknown
carinate abdomen	NN1	RSSB	ˈkærɪneɪt ˈæbdəmən		𐑒𐑨𐑮𐑦𐑯𐑱𐑑 𐑨𐑚𐑛𐑩𐑥𐑩𐑯		unknown
carinate abdomen	NN1	GenAm	ˈkærɪneɪt ˈæbdəmən		𐑒𐑨𐑮𐑦𐑯𐑱𐑑 𐑨𐑚𐑛𐑩𐑥𐑩𐑯		unknown
carinate abdomen	NN1	RSSB	ˈkærɪneɪt æbˈdoʊmən		𐑒𐑨𐑮𐑦𐑯𐑱𐑑 𐑨𐑚𐑛𐑴𐑥𐑩𐑯		unknown
carinate abdomen	NN1	GenAm	ˈkærɪneɪt æbˈdoʊmən		𐑒𐑨𐑮𐑦𐑯𐑱𐑑 𐑨𐑚𐑛𐑴𐑥𐑩𐑯		unknown
navicular abdomen	NN1	RSSB	nəvɪkjələR ˈæbdəmən		𐑯𐑩𐑝𐑦𐑒𐑘𐑩𐑤𐑼 𐑨𐑚𐑛𐑩𐑥𐑩𐑯		unknown
navicular abdomen	NN1	GenAm	nəˈvɪkjələR ˈæbdəmən		𐑯𐑩𐑝𐑦𐑒𐑘𐑩𐑤𐑼 𐑨𐑚𐑛𐑩𐑥𐑩𐑯		unknown
navicular abdomen	NN1	RSSB	nəvɪkjələR æbˈdəʊmən		𐑯𐑩𐑝𐑦𐑒𐑘𐑩𐑤𐑼 𐑨𐑚𐑛𐑴𐑥𐑩𐑯		unknown
navicular abdomen	NN1	GenAm	nəˈvɪkjələR æbˈdoʊmən		𐑯𐑩𐑝𐑦𐑒𐑘𐑩𐑤𐑼 𐑨𐑚𐑛𐑴𐑥𐑩𐑯		unknown
pendulous abdomen	NN1	RSSB	ˈpendjələs	ˈpendʒələs ˈæbdəmən	𐑐𐑧𐑯𐑛𐑘𐑩𐑤𐑩𐑕	𐑐𐑧𐑯𐑡𐑩𐑤𐑩𐑕𐑨𐑚𐑛𐑩𐑥𐑩𐑯	divergent
pendulous abdomen	NN1	GenAm	ˈpendjələs	ˈpendʒələs ˈæbdəmən	𐑐𐑧𐑯𐑛𐑘𐑩𐑤𐑩𐑕	𐑐𐑧𐑯𐑡𐑩𐑤𐑩𐑕𐑨𐑚𐑛𐑩𐑥𐑩𐑯	divergent
pendulous abdomen	NN1	RSSB	ˈpendʒələs	ˈpendʒələs ˈæbdəmən	𐑐𐑧𐑯𐑡𐑩𐑤𐑩𐑕	𐑐𐑧𐑯𐑡𐑩𐑤𐑩𐑕𐑨𐑚𐑛𐑩𐑥𐑩𐑯	divergent
pendulous abdomen	NN1	GenAm	ˈpendʒələs	ˈpendʒələs ˈæbdəmən	𐑐𐑧𐑯𐑡𐑩𐑤𐑩𐑕	𐑐𐑧𐑯𐑡𐑩𐑤𐑩𐑕𐑨𐑚𐑛𐑩𐑥𐑩𐑯	divergent
pendulous abdomen	NN1	RSSB	ˈæbdəmən	ˈpendʒələs ˈæbdəmən	𐑨𐑚𐑛𐑩𐑥𐑩𐑯	𐑐𐑧𐑯𐑡𐑩𐑤𐑩𐑕𐑨𐑚𐑛𐑩𐑥𐑩𐑯	divergent
pendulous abdomen	NN1	GenAm	ˈæbdəmən	ˈpendʒələs ˈæbdəmən	𐑨𐑚𐑛𐑩𐑥𐑩𐑯	𐑐𐑧𐑯𐑡𐑩𐑤𐑩𐑕𐑨𐑚𐑛𐑩𐑥𐑩𐑯	divergent
pendulous abdomen	NN1	GenAm	ˈpendələs	ˈpendʒələs ˈæbdəmən	𐑐𐑧𐑯𐑛𐑩𐑤𐑩𐑕	𐑐𐑧𐑯𐑡𐑩𐑤𐑩𐑕𐑨𐑚𐑛𐑩𐑥𐑩𐑯	divergent
pendulous abdomen	NN1	GenAm	æbˈdoʊmən	ˈpendʒələs ˈæbdəmən	𐑨𐑚𐑛𐑴𐑥𐑩𐑯	𐑐𐑧𐑯𐑡𐑩𐑤𐑩𐑕𐑨𐑚𐑛𐑩𐑥𐑩𐑯	divergent
scaphoid abdomen	NN1	RSSB	ˈskæfɔɪd ˈæbdəmən		𐑕𐑒𐑨𐑓𐑶𐑛 𐑨𐑚𐑛𐑩𐑥𐑩𐑯		unknown
scaphoid abdomen	NN1	GenAm	ˈskæfɔɪd ˈæbdəmən		𐑕𐑒𐑨𐑓𐑶𐑛 𐑨𐑚𐑛𐑩𐑥𐑩𐑯		unknown
scaphoid abdomen	NN1	RSSB	ˈskæfɔɪd æbˈdəʊmən		𐑕𐑒𐑨𐑓𐑶𐑛 𐑨𐑚𐑛𐑴𐑥𐑩𐑯		unknown
scaphoid abdomen	NN1	GenAm	ˈskæfɔɪd æbˈdoʊmən		𐑕𐑒𐑨𐑓𐑶𐑛 𐑨𐑚𐑛𐑴𐑥𐑩𐑯		unknown
surgical abdomen	NN1	RSSB	sɜːRdʒɪkəl ˈæbdəmən	ˈsɜːRdʒɪkəl ˈæbdəmən	𐑕𐑻𐑡𐑦𐑒𐑩𐑤 𐑨𐑚𐑛𐑩𐑥𐑩𐑯	𐑕𐑻𐑡𐑦𐑒𐑩𐑤𐑨𐑚𐑛𐑩𐑥𐑩𐑯	matches
surgical abdomen	NN1	GenAm	ˈsɜːRdʒɪkəl ˈæbdəmən	ˈsɜːRdʒɪkəl ˈæbdəmən	𐑕𐑻𐑡𐑦𐑒𐑩𐑤 𐑨𐑚𐑛𐑩𐑥𐑩𐑯	𐑕𐑻𐑡𐑦𐑒𐑩𐑤𐑨𐑚𐑛𐑩𐑥𐑩𐑯	matches
surgical abdomen	NN1	RSSB	sɜːRdʒɪkəl æbˈdəʊmən	ˈsɜːRdʒɪkəl ˈæbdəmən	𐑕𐑻𐑡𐑦𐑒𐑩𐑤 𐑨𐑚𐑛𐑴𐑥𐑩𐑯	𐑕𐑻𐑡𐑦𐑒𐑩𐑤𐑨𐑚𐑛𐑩𐑥𐑩𐑯	divergent
surgical abdomen	NN1	GenAm	ˈsɜːRdʒɪkəl æbˈdoʊmən	ˈsɜːRdʒɪkəl ˈæbdəmən	𐑕𐑻𐑡𐑦𐑒𐑩𐑤 𐑨𐑚𐑛𐑴𐑥𐑩𐑯	𐑕𐑻𐑡𐑦𐑒𐑩𐑤𐑨𐑚𐑛𐑩𐑥𐑩𐑯	divergent
abdominal decompression	NN1	RSSB	æbˈdɒmənəl diːkəmpreʃən	æbˈdɒmɪnəl ˌdiːkəmˈpreʃən	𐑨𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑛𐑰𐑒𐑩𐑥𐑐𐑮𐑧𐑖𐑩𐑯	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤𐑛𐑰𐑒𐑩𐑥𐑐𐑮𐑧𐑖𐑩𐑯	matches
abdominal decompression	NN1	GenAm	æbˈdɒmənəl dikəmˈpreʃən	æbˈdɒmɪnəl ˌdiːkəmˈpreʃən	𐑨𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑛𐑦𐑒𐑩𐑥𐑐𐑮𐑧𐑖𐑩𐑯	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤𐑛𐑰𐑒𐑩𐑥𐑐𐑮𐑧𐑖𐑩𐑯	divergent
abdominal gestation	NN1	RSSB	æbˈdɒmənəl dʒeˈsteɪʃən	æbˈdɒmɪnəl dʒeˈsteɪʃən	𐑨𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑡𐑧𐑕𐑑𐑱𐑖𐑩𐑯	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤𐑡𐑧𐑕𐑑𐑱𐑖𐑩𐑯	matches
abdominal gestation	NN1	GenAm	æbˈdɒmənəl dʒeˈsteɪʃən	æbˈdɒmɪnəl dʒeˈsteɪʃən	𐑨𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑡𐑧𐑕𐑑𐑱𐑖𐑩𐑯	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤𐑡𐑧𐑕𐑑𐑱𐑖𐑩𐑯	matches
abdominal gestation	NN1	RSSB	əbˈdɒmənəl dʒeˈsteɪʃən	æbˈdɒmɪnəl dʒeˈsteɪʃən	𐑩𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑡𐑧𐑕𐑑𐑱𐑖𐑩𐑯	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤𐑡𐑧𐑕𐑑𐑱𐑖𐑩𐑯	matches
abdominal gestation	NN1	GenAm	əbˈdɒmənəl dʒeˈsteɪʃən	æbˈdɒmɪnəl dʒeˈsteɪʃən	𐑩𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑡𐑧𐑕𐑑𐑱𐑖𐑩𐑯	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤𐑡𐑧𐑕𐑑𐑱𐑖𐑩𐑯	matches
abdominal inguinal ring	NN1	RSSB	æbˈdɒmənəl ˈɪŋɡwɪnəl rɪŋ		𐑨𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑦𐑙𐑜𐑢𐑦𐑯𐑩𐑤 𐑮𐑦𐑙		unknown
abdominal inguinal ring	NN1	GenAm	æbˈdɒmənəl ˈɪŋɡwɪnəl rɪŋ		𐑨𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑦𐑙𐑜𐑢𐑦𐑯𐑩𐑤 𐑮𐑦𐑙		unknown
abdominal inguinal ring	NN1	RSSB	əbˈdɒmənəl ˈɪŋɡwɪnəl rɪŋ		𐑩𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑦𐑙𐑜𐑢𐑦𐑯𐑩𐑤 𐑮𐑦𐑙		unknown
abdominal inguinal ring	NN1	GenAm	əbˈdɒmənəl ˈɪŋɡwɪnəl rɪŋ		𐑩𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑦𐑙𐑜𐑢𐑦𐑯𐑩𐑤 𐑮𐑦𐑙		unknown
abdominal muscle	NN1	RSSB	æbˈdɒmənəl ˈmʌsəl	æbˈdɒmɪnəl ˈmʌsəl	𐑨𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑥𐑳𐑕𐑩𐑤	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤𐑥𐑳𐑕𐑩𐑤	matches
abdominal muscle	NN1	GenAm	æbˈdɒmənəl ˈmʌsəl	æbˈdɒmɪnəl ˈmʌsəl	𐑨𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑥𐑳𐑕𐑩𐑤	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤𐑥𐑳𐑕𐑩𐑤	matches
abdominal muscle	NN1	RSSB	əbˈdɒmənəl ˈmʌsəl	æbˈdɒmɪnəl ˈmʌsəl	𐑩𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑥𐑳𐑕𐑩𐑤	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤𐑥𐑳𐑕𐑩𐑤	matches
abdominal muscle	NN1	GenAm	əbˈdɒmənəl ˈmʌsəl	æbˈdɒmɪnəl ˈmʌsəl	𐑩𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑥𐑳𐑕𐑩𐑤	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤𐑥𐑳𐑕𐑩𐑤	matches
abdominal quadrant	NN1	RSSB	æbˈdɒmənəl kwɒdrənt	æbˈdɒmɪnəl ˈkwɒdrənt	𐑨𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑒𐑢𐑪𐑛𐑮𐑩𐑯𐑑	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤𐑒𐑢𐑪𐑛𐑮𐑩𐑯𐑑	matches
abdominal quadrant	NN1	GenAm	æbˈdɒmənəl ˈkwɒdrənt	æbˈdɒmɪnəl ˈkwɒdrənt	𐑨𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑒𐑢𐑪𐑛𐑮𐑩𐑯𐑑	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤𐑒𐑢𐑪𐑛𐑮𐑩𐑯𐑑	matches
abdominal quadrant	NN1	RSSB	əbˈdɒmənəl kwɒdrənt	æbˈdɒmɪnəl ˈkwɒdrənt	𐑩𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑒𐑢𐑪𐑛𐑮𐑩𐑯𐑑	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤𐑒𐑢𐑪𐑛𐑮𐑩𐑯𐑑	matches
abdominal quadrant	NN1	GenAm	əbˈdɒmənəl ˈkwɒdrənt	æbˈdɒmɪnəl ˈkwɒdrənt	𐑩𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑒𐑢𐑪𐑛𐑮𐑩𐑯𐑑	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤𐑒𐑢𐑪𐑛𐑮𐑩𐑯𐑑	matches
abdominal reflex	NN1	RSSB	æbˈdɒmənəl riːflɜːks	æbˈdɒmɪnəl ˈriːfleks	𐑨𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑮𐑰𐑓𐑤𐑻𐑒𐑕	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤𐑮𐑰𐑓𐑤𐑧𐑒𐑕	divergent
abdominal reflex	NN1	RSSB	əbˈdɒmənəl riːflɜːks	æbˈdɒmɪnəl ˈriːfleks	𐑩𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑮𐑰𐑓𐑤𐑻𐑒𐑕	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤𐑮𐑰𐑓𐑤𐑧𐑒𐑕	divergent
abdominal reflex	NN1	GenAm	æbˈdɒmənəl ˈriflɜːks	æbˈdɒmɪnəl ˈriːfleks	𐑨𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑮𐑦𐑓𐑤𐑻𐑒𐑕	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤𐑮𐑰𐑓𐑤𐑧𐑒𐑕	divergent
abdominal reflex	NN1	GenAm	əbˈdɒmənəl ˈriflɜːks	æbˈdɒmɪnəl ˈriːfleks	𐑩𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑮𐑦𐑓𐑤𐑻𐑒𐑕	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤𐑮𐑰𐑓𐑤𐑧𐑒𐑕	divergent
abdominal section	NN1	RSSB	æbˈdɒmənəl ˈsɜːkʃən	æbˈdɒmɪnəl ˈsekʃən	𐑨𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑕𐑻𐑒𐑖𐑩𐑯	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤𐑕𐑧𐑒𐑖𐑩𐑯	divergent
abdominal section	NN1	GenAm	æbˈdɒmənəl ˈsɜːkʃən	æbˈdɒmɪnəl ˈsekʃən	𐑨𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑕𐑻𐑒𐑖𐑩𐑯	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤𐑕𐑧𐑒𐑖𐑩𐑯	divergent
abdominal section	NN1	RSSB	əbˈdɒmənəl ˈsɜːkʃən	æbˈdɒmɪnəl ˈsekʃən	𐑩𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑕𐑻𐑒𐑖𐑩𐑯	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤𐑕𐑧𐑒𐑖𐑩𐑯	divergent
abdominal section	NN1	GenAm	əbˈdɒmənəl ˈsɜːkʃən	æbˈdɒmɪnəl ˈsekʃən	𐑩𐑚𐑛𐑪𐑥𐑩𐑯𐑩𐑤 𐑕𐑻𐑒𐑖𐑩𐑯	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑩𐑤𐑕𐑧𐑒𐑖𐑩𐑯	divergent
abdominocardiac reflex	NN1	GenAm	æbˌdɒmɪnoʊˈkɑːRdiæk ˈrifleks	æbˌdɒmɪnoʊˈkɑːRdiæk ˈriːfleks	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑴𐑒𐑸𐑛𐑦𐑨𐑒 𐑮𐑦𐑓𐑤𐑧𐑒𐑕	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑴𐑒𐑸𐑛𐑦𐑨𐑒𐑮𐑰𐑓𐑤𐑧𐑒𐑕	divergent
abdominodiaphragmatic breathing	NN1	GenAm	æbˌdɒmɪnoʊdiəfræɡˈmætɪk briːðɪŋ		𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑴𐑛𐑾𐑓𐑮𐑨𐑜𐑥𐑨𐑑𐑦𐑒 𐑚𐑮𐑰𐑞𐑦𐑙		unknown
abdominoscrotal muscle	NN1	GenAm	æbˌdɒmɪnoʊskroʊtəl ˈmʌsəl	æbˌdɒmɪnoʊskroʊtəl ˈmʌsəl	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑴𐑕𐑒𐑮𐑴𐑑𐑩𐑤 𐑥𐑳𐑕𐑩𐑤	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑴𐑕𐑒𐑮𐑴𐑑𐑩𐑤𐑥𐑳𐑕𐑩𐑤	matches
abdominothoracic arch	NN1	GenAm	æbˌdɒmɪnoʊθɔːRæsɪk ɑːRtʃ	æbˌdɒmɪnoʊθɔːRˈæsɪk ɑːRtʃ	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑴𐑔𐑹𐑨𐑕𐑦𐑒 𐑸𐑗	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑴𐑔𐑹𐑨𐑕𐑦𐑒𐑸𐑗	matches
abdominothoracic arch	NN1	GenAm	æbˌdɒmɪnoʊθoʊræsɪk ɑːRtʃ	æbˌdɒmɪnoʊθɔːRˈæsɪk ɑːRtʃ	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑴𐑔𐑴𐑮𐑨𐑕𐑦𐑒 𐑸𐑗	𐑨𐑚𐑛𐑪𐑥𐑦𐑯𐑴𐑔𐑹𐑨𐑕𐑦𐑒𐑸𐑗	divergent
abducens muscle	NN1	GenAm	æbˈduˌsenz ˈmʌsəl	æbˈduˌsenz ˈmʌsəl	𐑨𐑚𐑛𐑫𐑕𐑧𐑯𐑟 𐑥𐑳𐑕𐑩𐑤	𐑨𐑚𐑛𐑫𐑕𐑧𐑯𐑟𐑥𐑳𐑕𐑩𐑤	matches
abducens muscle	NN1	GenAm	æbˈdjuˌsenz ˈmʌsəl	æbˈduˌsenz ˈmʌsəl	𐑨𐑚𐑛𐑘𐑫𐑕𐑧𐑯𐑟 𐑥𐑳𐑕𐑩𐑤	𐑨𐑚𐑛𐑫𐑕𐑧𐑯𐑟𐑥𐑳𐑕𐑩𐑤	divergent
iopanoic acid	NN1	GenAm	ˌaɪəpəˌnoʊɪk ˈæsƏd		𐑲𐑩𐑐𐑩𐑯𐑴𐑦𐑒 𐑨𐑕𐑩𐑛		unknown
Abernethy's fascia	NN1	GenAm	ˈæbəRˌniθi ˈfæʃiə		𐑨𐑚𐑼𐑯𐑦𐑔𐑦 𐑓𐑨𐑖𐑾		unknown
Abernethy's fascia	NN1	GenAm	ˈæbəRˌniθi ˈfæʃə		𐑨𐑚𐑼𐑯𐑦𐑔𐑦 𐑓𐑨𐑖𐑩		unknown
Abernethy's fascia	NN1	GenAm	ˈæbəRˌniθi ˈfeɪʃiə		𐑨𐑚𐑼𐑯𐑦𐑔𐑦 𐑓𐑱𐑖𐑾		unknown
Abernethy's fascia	NN1	GenAm	ˈæbəRˌniθi ˈfeɪʃə		𐑨𐑚𐑼𐑯𐑦𐑔𐑦 𐑓𐑱𐑖𐑩		unknown
Abernethy's sarcoma	NN1	GenAm	ˈæbəRˌniθi sɑːRˈkoʊmə		𐑨𐑚𐑼𐑯𐑦𐑔𐑦 𐑕𐑸𐑒𐑴𐑥𐑩		unknown
aberrant conduction	NN1	GenAm	əbˈerənt kənˈdʌksən	æˈberənt kənˈdʌkʃən	𐑩𐑚𐑧𐑮𐑩𐑯𐑑 𐑒𐑩𐑯𐑛𐑳𐑒𐑕𐑩𐑯	𐑨𐑚𐑧𐑮𐑩𐑯𐑑𐑒𐑩𐑯𐑛𐑳𐑒𐑖𐑩𐑯	divergent
aberrant conduction	NN1	GenAm	ˈæbərənt kənˈdʌksən	æˈberənt kənˈdʌkʃən	𐑨𐑚𐑼𐑩𐑯𐑑 𐑒𐑩𐑯𐑛𐑳𐑒𐑕𐑩𐑯	𐑨𐑚𐑧𐑮𐑩𐑯𐑑𐑒𐑩𐑯𐑛𐑳𐑒𐑖𐑩𐑯	divergent
aberratio lactis	NN1	GenAm	æbɜːˈreɪʃioʊ ˈlæktɪs		𐑨𐑚𐑻𐑱𐑖𐑦𐑴 𐑤𐑨𐑒𐑑𐑦𐑕		unknown
aberratio testis	NN1	GenAm	æbɜːˈreɪʃioʊ ˈtɜːstɪs		𐑨𐑚𐑻𐑱𐑖𐑦𐑴 𐑑𐑻𐑕𐑑𐑦𐑕		unknown
lateral aberration	NN1	GenAm	ˈlætəRəl ˌæbəˈreɪʃən	ˈlætərəl ˌæbəˈreɪʃən	𐑤𐑨𐑑𐑼𐑩𐑤 𐑨𐑚𐑼𐑱𐑖𐑩𐑯	𐑤𐑨𐑑𐑼𐑩𐑤𐑨𐑚𐑼𐑱𐑖𐑩𐑯	matches
longitudinal aberration	NN1	GenAm	ˌlɒndʒəˈtjudənəl ˌæbəˈreɪʃən	ˌlɒndʒɪˈtuːdɪnəl ˌæbəˈreɪʃən	𐑤𐑪𐑯𐑡𐑩𐑑𐑘𐑫𐑛𐑩𐑯𐑩𐑤 𐑨𐑚𐑼𐑱𐑖𐑩𐑯	𐑤𐑪𐑯𐑡𐑦𐑑𐑵𐑛𐑦𐑯𐑩𐑤𐑨𐑚𐑼𐑱𐑖𐑩𐑯	divergent
longitudinal aberration	NN1	GenAm	ˌlɒndʒəˈtjudnəl ˌæbəˈreɪʃən	ˌlɒndʒɪˈtuːdɪnəl ˌæbəˈreɪʃən	𐑤𐑪𐑯𐑡𐑩𐑑𐑘𐑫𐑛𐑯𐑩𐑤 𐑨𐑚𐑼𐑱𐑖𐑩𐑯	𐑤𐑪𐑯𐑡𐑦𐑑𐑵𐑛𐑦𐑯𐑩𐑤𐑨𐑚𐑼𐑱𐑖𐑩𐑯	divergent
longitudinal aberration	NN1	GenAm	ˌlɒndʒəˈtudənəl ˌæbəˈreɪʃən	ˌlɒndʒɪˈtuːdɪnəl ˌæbəˈreɪʃən	𐑤𐑪𐑯𐑡𐑩𐑑𐑫𐑛𐑩𐑯𐑩𐑤 𐑨𐑚𐑼𐑱𐑖𐑩𐑯	𐑤𐑪𐑯𐑡𐑦𐑑𐑵𐑛𐑦𐑯𐑩𐑤𐑨𐑚𐑼𐑱𐑖𐑩𐑯	divergent
longitudinal aberration	NN1	GenAm	ˌlɒndʒəˈtudnəl ˌæbəˈreɪʃən	ˌlɒndʒɪˈtuːdɪnəl ˌæbəˈreɪʃən	𐑤𐑪𐑯𐑡𐑩𐑑𐑫𐑛𐑯𐑩𐑤 𐑨𐑚𐑼𐑱𐑖𐑩𐑯	𐑤𐑪𐑯𐑡𐑦𐑑𐑵𐑛𐑦𐑯𐑩𐑤𐑨𐑚𐑼𐑱𐑖𐑩𐑯	divergent
mental aberration	NN1	GenAm	ˈmɜːntəl ˌæbəˈreɪʃən	ˈmentəl ˌæbəˈreɪʃən	𐑥𐑻𐑯𐑑𐑩𐑤 𐑨𐑚𐑼𐑱𐑖𐑩𐑯	𐑥𐑧𐑯𐑑𐑩𐑤𐑨𐑚𐑼𐑱𐑖𐑩𐑯	divergent
live oak	NN1	GenAm	laɪv oʊk	lɪv əʊk	𐑤𐑲𐑝 𐑴𐑒	𐑤𐑦𐑝𐑴𐑒	divergent
Noetherian domain	NN1	GenAm	nəˈteriən doʊˈmeɪn		𐑯𐑩𐑑𐑧𐑮𐑾𐑯 𐑛𐑴𐑥𐑱𐑯		unknown
3D printer	NN1	RSSB	θriː diː prɪntər		𐑔𐑮𐑰 𐑛𐑰 𐑐𐑮𐑦𐑯𐑑𐑼		unknown
3D printer	NN1	GenAm	ˈθri ˈdi ˈprɪntəR		𐑔𐑮𐑦 𐑛𐑦 𐑐𐑮𐑦𐑯𐑑𐑼		unknown
3D printer	NN1	GenAm	ˈθri ˈdi ˈprɪtəR		𐑔𐑮𐑦 𐑛𐑦 𐑐𐑮𐑦𐑑𐑼		unknown
close to the wind	AJ0	RSSB	ˈkləʊs təðə ˈwɪnd	kləʊs T Ð wɪnd	𐑒𐑤𐑴𐑕 𐑑𐑩𐑞𐑩 𐑢𐑦𐑯𐑛	𐑒𐑤𐑴𐑕𐑑𐑞𐑢𐑦𐑯𐑛	divergent
close to the wind	AJ0	GenAm	ˈkloʊs təðə ˈwɪnd	kləʊs T Ð wɪnd	𐑒𐑤𐑴𐑕 𐑑𐑩𐑞𐑩 𐑢𐑦𐑯𐑛	𐑒𐑤𐑴𐑕𐑑𐑞𐑢𐑦𐑯𐑛	divergent
close to the wind	AV0	RSSB	ˈkləʊs təðə ˈwɪnd	kləʊs T Ð wɪnd	𐑒𐑤𐑴𐑕 𐑑𐑩𐑞𐑩 𐑢𐑦𐑯𐑛	𐑒𐑤𐑴𐑕𐑑𐑞𐑢𐑦𐑯𐑛	divergent
close to the wind	AV0	GenAm	ˈkloʊs təðə ˈwɪnd	kləʊs T Ð wɪnd	𐑒𐑤𐑴𐑕 𐑑𐑩𐑞𐑩 𐑢𐑦𐑯𐑛	𐑒𐑤𐑴𐑕𐑑𐑞𐑢𐑦𐑯𐑛	divergent
OS X	NP0	RSSB	əʊˌesˈten		𐑴𐑧𐑕𐑑𐑧𐑯		unknown
OS X	NP0	GenAm	oʊˌesˈten	ɒs eks	𐑴𐑧𐑕𐑑𐑧𐑯	𐑪𐑕𐑧𐑒𐑕	divergent
OS X	NP0	RSSB	əʊˌesˈeks		𐑴𐑧𐑕𐑧𐑒𐑕		unknown
OS X	NP0	GenAm	oʊˌesˈeks	ɒs eks	𐑴𐑧𐑕𐑧𐑒𐑕	𐑪𐑕𐑧𐑒𐑕	divergent
